Age	Sex	Gene	Cancer	Annual_incidence_rate	Years_5int	Cases_5int
64	BOTH	MSH6	PANCANCER	0,040816	98	4
65	BOTH	MSH6	PANCANCER	0,012821	78	1
66	BOTH	MSH6	PANCANCER	0,012821	78	1
67	BOTH	MSH6	PANCANCER	0,012821	78	1
68	BOTH	MSH6	PANCANCER	0,012821	78	1
69	BOTH	MSH6	PANCANCER	0,012821	78	1
70	BOTH	MSH6	PANCANCER	0,012821	78	1
25	BOTH	PMS2	PANCANCER	0,000000	7	0
26	BOTH	PMS2	PANCANCER	0,000000	7	0
27	BOTH	PMS2	PANCANCER	0,000000	7	0
28	BOTH	PMS2	PANCANCER	0,000000	7	0
29	BOTH	PMS2	PANCANCER	0,000000	7	0
30	BOTH	PMS2	PANCANCER	0,000000	16	0
31	BOTH	PMS2	PANCANCER	0,000000	16	0
32	BOTH	PMS2	PANCANCER	0,000000	16	0
33	BOTH	PMS2	PANCANCER	0,000000	16	0
34	BOTH	PMS2	PANCANCER	0,000000	16	0
35	BOTH	PMS2	PANCANCER	0,000000	42	0
36	BOTH	PMS2	PANCANCER	0,000000	42	0
37	BOTH	PMS2	PANCANCER	0,000000	42	0
38	BOTH	PMS2	PANCANCER	0,000000	42	0
39	BOTH	PMS2	PANCANCER	0,000000	42	0
40	BOTH	PMS2	PANCANCER	0,000000	26	0
41	BOTH	PMS2	PANCANCER	0,000000	26	0
42	BOTH	PMS2	PANCANCER	0,000000	26	0
43	BOTH	PMS2	PANCANCER	0,000000	26	0
44	BOTH	PMS2	PANCANCER	0,000000	26	0
45	BOTH	PMS2	PANCANCER	0,000000	30	0
46	BOTH	PMS2	PANCANCER	0,000000	30	0
47	BOTH	PMS2	PANCANCER	0,000000	30	0
48	BOTH	PMS2	PANCANCER	0,000000	30	0
49	BOTH	PMS2	PANCANCER	0,000000	30	0
50	BOTH	PMS2	PANCANCER	0,021277	47	1
51	BOTH	PMS2	PANCANCER	0,021277	47	1
52	BOTH	PMS2	PANCANCER	0,021277	47	1
53	BOTH	PMS2	PANCANCER	0,021277	47	1
54	BOTH	PMS2	PANCANCER	0,021277	47	1
55	BOTH	PMS2	PANCANCER	0,018519	54	1
56	BOTH	PMS2	PANCANCER	0,018519	54	1
57	BOTH	PMS2	PANCANCER	0,018519	54	1
58	BOTH	PMS2	PANCANCER	0,018519	54	1
59	BOTH	PMS2	PANCANCER	0,018519	54	1
60	BOTH	PMS2	PANCANCER	0,000000	47	0
61	BOTH	PMS2	PANCANCER	0,000000	47	0
62	BOTH	PMS2	PANCANCER	0,000000	47	0
63	BOTH	PMS2	PANCANCER	0,000000	47	0
64	BOTH	PMS2	PANCANCER	0,000000	47	0
65	BOTH	PMS2	PANCANCER	0,000000	31	0
66	BOTH	PMS2	PANCANCER	0,000000	31	0
67	BOTH	PMS2	PANCANCER	0,000000	31	0
68	BOTH	PMS2	PANCANCER	0,000000	31	0
69	BOTH	PMS2	PANCANCER	0,000000	31	0
70	BOTH	PMS2	PANCANCER	0,000000	31	0
25	MALE	ALL	PANCANCER	0,004630	648	3
26	MALE	ALL	PANCANCER	0,004630	648	3
27	MALE	ALL	PANCANCER	0,004630	648	3
28	MALE	ALL	PANCANCER	0,004630	648	3
29	MALE	ALL	PANCANCER	0,004630	648	3
30	MALE	ALL	PANCANCER	0,012072	994	12
31	MALE	ALL	PANCANCER	0,012072	994	12
32	MALE	ALL	PANCANCER	0,012072	994	12
33	MALE	ALL	PANCANCER	0,012072	994	12
34	MALE	ALL	PANCANCER	0,012072	994	12
35	MALE	ALL	PANCANCER	0,013384	1046	14
36	MALE	ALL	PANCANCER	0,013384	1046	14
37	MALE	ALL	PANCANCER	0,013384	1046	14
38	MALE	ALL	PANCANCER	0,013384	1046	14
39	MALE	ALL	PANCANCER	0,013384	1046	14
40	MALE	ALL	PANCANCER	0,020276	1085	22
41	MALE	ALL	PANCANCER	0,020276	1085	22
42	MALE	ALL	PANCANCER	0,020276	1085	22
43	MALE	ALL	PANCANCER	0,020276	1085	22
44	MALE	ALL	PANCANCER	0,020276	1085	22
45	MALE	ALL	PANCANCER	0,029727	841	25
46	MALE	ALL	PANCANCER	0,029727	841	25
47	MALE	ALL	PANCANCER	0,029727	841	25
48	MALE	ALL	PANCANCER	0,029727	841	25
49	MALE	ALL	PANCANCER	0,029727	841	25
50	MALE	ALL	PANCANCER	0,020701	628	13
51	MALE	ALL	PANCANCER	0,020701	628	13
52	MALE	ALL	PANCANCER	0,020701	628	13
53	MALE	ALL	PANCANCER	0,020701	628	13
54	MALE	ALL	PANCANCER	0,020701	628	13
55	MALE	ALL	PANCANCER	0,034934	458	16
56	MALE	ALL	PANCANCER	0,034934	458	16
57	MALE	ALL	PANCANCER	0,034934	458	16
58	MALE	ALL	PANCANCER	0,034934	458	16
59	MALE	ALL	PANCANCER	0,034934	458	16
60	MALE	ALL	PANCANCER	0,022556	266	6
61	MALE	ALL	PANCANCER	0,022556	266	6
62	MALE	ALL	PANCANCER	0,022556	266	6
63	MALE	ALL	PANCANCER	0,022556	266	6
64	MALE	ALL	PANCANCER	0,022556	266	6
65	MALE	ALL	PANCANCER	0,012270	163	2
66	MALE	ALL	PANCANCER	0,012270	163	2
67	MALE	ALL	PANCANCER	0,012270	163	2
68	MALE	ALL	PANCANCER	0,012270	163	2
69	MALE	ALL	PANCANCER	0,012270	163	2
70	MALE	ALL	PANCANCER	0,012270	163	2
25	FEMALE	ALL	PANCANCER	0,002849	702	2
26	FEMALE	ALL	PANCANCER	0,002849	702	2
27	FEMALE	ALL	PANCANCER	0,002849	702	2
28	FEMALE	ALL	PANCANCER	0,002849	702	2
29	FEMALE	ALL	PANCANCER	0,002849	702	2
30	FEMALE	ALL	PANCANCER	0,016913	946	16
31	FEMALE	ALL	PANCANCER	0,016913	946	16
32	FEMALE	ALL	PANCANCER	0,016913	946	16
33	FEMALE	ALL	PANCANCER	0,016913	946	16
34	FEMALE	ALL	PANCANCER	0,016913	946	16
35	FEMALE	ALL	PANCANCER	0,012810	1171	15
36	FEMALE	ALL	PANCANCER	0,012810	1171	15
37	FEMALE	ALL	PANCANCER	0,012810	1171	15
38	FEMALE	ALL	PANCANCER	0,012810	1171	15
39	FEMALE	ALL	PANCANCER	0,012810	1171	15
40	FEMALE	ALL	PANCANCER	0,034036	1234	42
41	FEMALE	ALL	PANCANCER	0,034036	1234	42
42	FEMALE	ALL	PANCANCER	0,034036	1234	42
43	FEMALE	ALL	PANCANCER	0,034036	1234	42
44	FEMALE	ALL	PANCANCER	0,034036	1234	42
45	FEMALE	ALL	PANCANCER	0,034688	1009	35
46	FEMALE	ALL	PANCANCER	0,034688	1009	35
47	FEMALE	ALL	PANCANCER	0,034688	1009	35
48	FEMALE	ALL	PANCANCER	0,034688	1009	35
49	FEMALE	ALL	PANCANCER	0,034688	1009	35
50	FEMALE	ALL	PANCANCER	0,049566	807	40
51	FEMALE	ALL	PANCANCER	0,049566	807	40
52	FEMALE	ALL	PANCANCER	0,049566	807	40
53	FEMALE	ALL	PANCANCER	0,049566	807	40
54	FEMALE	ALL	PANCANCER	0,049566	807	40
55	FEMALE	ALL	PANCANCER	0,031308	543	17
56	FEMALE	ALL	PANCANCER	0,031308	543	17
57	FEMALE	ALL	PANCANCER	0,031308	543	17
58	FEMALE	ALL	PANCANCER	0,031308	543	17
59	FEMALE	ALL	PANCANCER	0,031308	543	17
60	FEMALE	ALL	PANCANCER	0,037267	322	12
61	FEMALE	ALL	PANCANCER	0,037267	322	12
62	FEMALE	ALL	PANCANCER	0,037267	322	12
63	FEMALE	ALL	PANCANCER	0,037267	322	12
64	FEMALE	ALL	PANCANCER	0,037267	322	12
65	FEMALE	ALL	PANCANCER	0,052326	172	9
66	FEMALE	ALL	PANCANCER	0,052326	172	9
67	FEMALE	ALL	PANCANCER	0,052326	172	9
68	FEMALE	ALL	PANCANCER	0,052326	172	9
69	FEMALE	ALL	PANCANCER	0,052326	172	9
70	FEMALE	ALL	PANCANCER	0,052326	172	9
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
